opeid6,level,sector,hbcu,completion_rate_150,share_outstanding_ug_5,cdr3_wgtd,pct25_earn_wne_p10,est_fte,white_share,black_share,hisp_share,asian_share,aian_share,nhpi_share,twomore_share,nra_share,unkn_share
21678,Less than two-year,For-profit less-than-2-year,0,0.65219998,0.772000016,0.029796001,8500,77,0.2063,0.0159,0.6032,0.0159,0.0317,0.0159,0.0317,0,0.0794
21686,Four-year,Nonprofit 4-year,0,0.10455327,1.233390741,0.17056698,13900,356,0.041958272,0.506157778,0.177737778,0.032103704,0.004961481,0.004961481,0.004961481,0.227158025,0
21691,Four-year,Nonprofit 4-year,0,0.58539999,1.032827204,0.0437526,16800,150,0.6259,0.1727,0.0432,0.0072,0,0,0.0216,0.0719,0.0576
21700,Two-year,For-profit 2-year,0,0.32730001,0.94684248,0.17813361,14600,440,0.09,0.41,0.2529,0.0586,0.0143,0,0.0214,0,0.1529
21702,Less than two-year,Public less-than-2-year,0,1,1.023205638,0.126368,23800,220,0.2353,0.5176,0.0529,0.0235,0.0353,0,0.1,0.0294,0.0059
21707,Two-year,Public 2-year,0,0.34999999,0,0,11300,1054,0.7114,0.126,0.0671,0.003,0.0122,0.001,0.0447,0,0.0346
21727,Two-year,For-profit 2-year,0,0.68430001,1.036774759,0.029986,13600,351,0.1516,0.1803,0.4098,0.0061,0.0041,0.0061,0.0102,0,0.2316
21728,Less than two-year,Public less-than-2-year,0,0.84619999,0.927758134,0.1077385,22000,150,0.4031,0.3333,0.1783,0.0233,0,0,0.031,0,0.031
21732,Less than two-year,For-profit less-than-2-year,0,0.51017582,1.108064441,0.084857509,10100,1057,0.192306509,0.515803353,0.177537377,0.013801775,0.004930868,0,0.021685306,0,0.073978994
21739,Less than two-year,Public less-than-2-year,0,0.64999998,0.938943263,0.075016201,19000,66,0.5686,0.1961,0.1765,0.0196,0.0196,0.0196,0,0,0
21744,Two-year,For-profit 2-year,0,0.83384866,0.92736616,0.046588928,22900,316,0.920631746,0.021171429,0.037022222,0,0.00528254,0,0.010565079,0,0.005285714
21748,Less than two-year,For-profit less-than-2-year,0,0.7647,0.854381701,0.065503202,13900,106,0.7985,0.0522,0.097,0.0149,0,0,0.0075,0,0.0299
21775,Two-year,Public 2-year,0,0.047600001,1.192190785,0.018665999,21400,11250,0.4868,0.105,0.2659,0.0297,0.019,0.002,0.0409,0.0163,0.0345
21785,Four-year,For-profit 4-year,0,0.7456587,1.144061941,0.17195554,15600,356,0.734135045,0.030193958,0.172180967,0.02112145,0.01815287,0,0.009044411,0,0.015112387
21794,Less than two-year,Public less-than-2-year,0,0.72614056,0.902632733,0.044568356,31000,253,0.369571739,0.251581677,0.220470807,0.037276087,0.00935528,0.003125466,0.034126708,0,0.07449472
21796,Less than two-year,For-profit less-than-2-year,0,0.83329999,1.024550382,0.049040001,10800,151,0.9306,0,0.0116,0.0173,0.0116,0,0.0231,0,0.0058
21800,Four-year,Public 4-year,0,0.1139,0,0,6000,447,0.0197,0.0039,0.063,0,0.8425,0.002,0.065,0.0039,0
21801,Two-year,For-profit 2-year,0,0.77265471,1.02942288,0.14261501,14300,1254,0.523075385,0.279718182,0.111876783,0.002806713,0,0,0.047559161,0,0.034995245
21802,Two-year,For-profit 2-year,0,0.69531494,1.092860712,0.18418849,9500,202,0.8400088,0.1519992,0.007992,0,0,0,0,0,0
21816,Less than two-year,For-profit less-than-2-year,0,0.42199999,0.996989773,0.074660502,9800,117,0.6048,0.0565,0.2823,0.0081,0,0,0.0323,0,0.0161
21829,Four-year,Nonprofit 4-year,0,0.16670001,1.169138885,0.051717401,21800,1727,0.1739,0.3043,0.3609,0.0275,0.0043,0.0029,0.0246,0.0971,0.0043
21830,Two-year,Nonprofit 2-year,0,0.73970002,1.050176123,0.049357802,13000,266,0.257,0.3556,0.1479,0.0317,0.0035,0.0035,0.007,0,0.1937
21836,Less than two-year,For-profit less-than-2-year,0,0.63639998,0.931358645,0.0177653,13600,87,0.243,0.4393,0.271,0.028,0,0,0.0093,0.0093,0
21879,Less than two-year,Public less-than-2-year,0,0.71700001,1.000874912,0.0228072,12400,92,1,0,0,0,0,0,0,0,0
21882,Four-year,Public 4-year,0,0.125,0,0,6900,238,0.0742,0,0,0,0.9258,0,0,0,0
21890,Less than two-year,Public less-than-2-year,0,0.77029997,1.014407125,0.047687601,18100,185,0.9425,0.0177,0.0133,0,0,0,0.0044,0,0.0221
21891,Four-year,For-profit 4-year,0,0.56865841,0.824736467,0,10000,1600,0,0,1,0,0,0,0,0,0
21893,Less than two-year,For-profit less-than-2-year,0,0.72549999,0,0,4800,319,0,0,1,0,0,0,0,0,0
21904,Less than two-year,For-profit less-than-2-year,0,0.78380001,1.049093876,0.006282,11100,125,0.5285,0.2683,0.122,0.0163,0,0.0081,0.0569,0,0
21907,Two-year,For-profit 2-year,0,0.46752027,1.191985121,0.10834675,17515.05131,1714,0.312993384,0.363038168,0.200141985,0.013558439,0.004225276,0.000845293,0.028843681,0.000853181,0.075464546
21921,Less than two-year,Public less-than-2-year,0,0.84909999,0.879101751,0.073554799,22600,229,0.7848,0.1358,0.0199,0.0066,0.0033,0,0.0066,0,0.043
21924,Two-year,For-profit 2-year,0,0.25,1.14313615,0,9500,51,0.6122,0.2857,0,0.0204,0,0,0.0408,0,0.0408
21928,Four-year,For-profit 4-year,0,0.8229,0.923627392,0.1228585,20300,311,0.5194,0.3493,0.0209,0.0149,0,0,0.0299,0.006,0.0597
21954,Less than two-year,For-profit less-than-2-year,0,0.69370002,0,0,6700,341,0,0,1,0,0,0,0,0,0
21958,Two-year,For-profit 2-year,0,0.60939997,0.840079369,0.020466,13600,1023,0,0,1,0,0,0,0,0,0
21959,Less than two-year,For-profit less-than-2-year,0,0.64929998,0,0,7700,337,0,0,1,0,0,0,0,0,0
21963,Two-year,Public 2-year,0,0.8017,1.045086312,0.1654406,20200,609,0.9686,0.02,0.0114,0,0,0,0,0,0
21975,Two-year,For-profit 2-year,0,0.9655,1.229471337,0.091780402,14900,47,0.5172,0.4828,0,0,0,0,0,0,0
22023,Two-year,For-profit 2-year,0,0.74699998,1.188827809,0.161139,12100,134,0.5735,0.3162,0,0.0294,0.0074,0,0.0294,0,0.0441
22025,Less than two-year,For-profit less-than-2-year,0,0.72818196,0.930776969,0.14633536,24000,1471,0.276112743,0.415942124,0.300872566,0,0.001781239,0,0.003562478,0.001781239,0
22027,Four-year,Nonprofit 4-year,0,0.52200001,0.892157986,0.032841899,18700,497,0.8333,0.02,0.0533,0.005,0.0133,0,0.035,0.025,0.015
22033,Less than two-year,For-profit less-than-2-year,0,0.65281689,0.934276351,0.088830777,13600,300,0.597419481,0.051919481,0.129877922,0.029185714,0.003272727,0.016211688,0.120118182,0,0.051953247
22039,Two-year,For-profit 2-year,0,0.68349999,1.020999592,0.048551999,16600,315,0.8516,0.0769,0.0549,0.0165,0,0,0,0,0
22042,Two-year,For-profit 2-year,0,0.76270002,1.214767024,0.045866702,11900,204,0.6219,0.2933,0.0707,0.0035,0,0.0106,0,0,0
22060,Two-year,For-profit 2-year,0,0.85030001,0.916206293,0.0279315,13000,979,0.4941,0.1738,0.2562,0.0284,0.0046,0.0009,0.0357,0,0.0064
22119,Less than two-year,For-profit less-than-2-year,0,0.81867623,0.954201227,0.096326925,7500,89,0.5882,0.035294118,0.364688235,0.01176,0,0,0,0,0
22127,Less than two-year,For-profit less-than-2-year,0,0.80250001,0.860979874,0.0215904,13800,202,0.5594,0.0446,0.1683,0.0248,0.005,0.005,0.0198,0,0.1733
22171,Four-year,For-profit 4-year,0,0.69770002,0.932792161,0.047493063,15100,13306,0.348701194,0.061795734,0.407811761,0.06837805,0.022179476,0.005120244,0.073603632,0,0.012421658
22180,Two-year,For-profit 2-year,0,0.78139734,0.89474794,0.053482622,14100,922,0.69963786,0.051777906,0.080530265,0.057559379,0.021894361,0.005775719,0.051766974,0,0.031103682
22182,Less than two-year,Public less-than-2-year,0,0.44,0,0,14100,131,0.6264,0.0879,0,0,0,0,0.022,0,0.2637
22183,Less than two-year,For-profit less-than-2-year,0,0.79290003,1.036552728,0.1152851,11300,128,0.2308,0.2821,0.4615,0.0256,0,0,0,0,0
22188,Four-year,For-profit 4-year,0,0.50161034,1.177460213,0.14143077,10900,1821,0.286597732,0.153296599,0.424467166,0.031272562,0.065757823,0.00275034,0.026732109,0,0.009072653
22195,Two-year,For-profit 2-year,0,0.30455443,1.165974004,0.12194747,10100,1691,0.147043015,0.490463631,0.1445968,0.022152738,0.001845415,0.000611077,0,0,0.193226215
22200,Less than two-year,For-profit less-than-2-year,0,0.65789998,0.956344168,0.043906,10400,50,0.06,0.02,0.82,0,0,0,0,0.08,0.02
22204,Less than two-year,For-profit less-than-2-year,0,0.88749999,0.648584276,0.0206584,14400,230,0.7778,0.0432,0.1049,0.0556,0,0,0,0,0.0185
22209,Two-year,Public 2-year,0,0.4427,0,0,13400,921,0.5504,0.1196,0.2713,0.0022,0.0089,0.0011,0.0465,0,0
22227,Less than two-year,Public less-than-2-year,0,0.54519999,1.051043619,0,12800,1508,0.5071,0.1497,0.1907,0.0339,0.0254,0,0.0862,0,0.0071
22229,Less than two-year,For-profit less-than-2-year,0,0.83420002,0.818964316,0.2055622,13800,555,0.3,0.1909,0.1364,0.0364,0.0364,0.0545,0,0.0182,0.2273
22237,Less than two-year,For-profit less-than-2-year,0,0.59259999,0.947070411,0.0361032,9000,263,0.4219,0.0938,0.4531,0,0,0,0.0313,0,0
22246,Less than two-year,For-profit less-than-2-year,0,0.74419999,0.867226239,0.1512875,10800,158,0.1069,0.0063,0.6289,0,0,0,0.0189,0,0.239
22260,Two-year,Public 2-year,0,0.3531,1.045977327,0.000704,17200,18149,0.0605,0.0366,0.6652,0.0655,0.0029,0.0023,0.0038,0.0221,0.1409
22283,Less than two-year,Public less-than-2-year,0,0.73199999,0,0,13200,644,0.6417,0.139,0.1725,0.0174,0.0027,0,0.0267,0,0
22305,Less than two-year,For-profit less-than-2-year,0,0.5816828,1.030512211,0.14277205,10700,786,0.251229125,0.31248575,0.295001125,0.010035125,0.01248375,0.003754875,0.066230625,0,0.048741375
22306,Less than two-year,For-profit less-than-2-year,0,0.6261906,0.987380654,0.08531294,7700,568,0.194031903,0.440311194,0.250012313,0.018646642,0.009305037,0.005570336,0.052228731,0,0.029883955
22319,Less than two-year,Nonprofit less-than-2-year,0,0.86118245,0.613071132,0.007335208,21600,393,0.327403869,0.032728274,0.041711012,0.241082143,0.005980357,0,0.023804167,0,0.327390179
22349,Two-year,For-profit 2-year,0,0.46560001,0,0,10600,482,0,0,1,0,0,0,0,0,0
22356,Less than two-year,Public less-than-2-year,0,0.83329999,0.983711144,0.15893459,18100,210,0.4113,0.461,0.0993,0,0,0,0,0,0.0284
22379,Two-year,Public 2-year,0,0.7471,0,0,11800,284,0.8314,0.1188,0.0153,0,0,0,0.0307,0,0.0038
22385,Less than two-year,For-profit less-than-2-year,0,0.3529,1.097416199,0.051743999,6300,286,0.3927,0.3563,0.1174,0.0121,0.0162,0.0162,0.085,0,0.004
22391,Less than two-year,For-profit less-than-2-year,0,0.60900831,0,0,8200,190,0.496529167,0.1979375,0.190945833,0.045141667,0.003466667,0.003466667,0.0485875,0.013870833,0
22418,Two-year,For-profit 2-year,0,0.61613095,1.040473242,0.021010751,16200,3486,0.090885547,0.097802899,0.573773345,0.165317655,0.002566638,0.017733103,0.041120727,0.000444396,0.010411251
22419,Two-year,Public 2-year,0,0.681903,0,0,12500,1757,0,0,1,0,0,0,0,0,0
22427,Two-year,Public 2-year,0,0.2458,1.09951235,0.001617,14200,3793,0.237,0.1463,0.2559,0.249,0.0022,0.0032,0.0739,0.0043,0.0282
22429,Four-year,Nonprofit 4-year,0,0.2308,1.137993107,0,5500,379,0.0451,0.0301,0.0025,0,0.9198,0,0,0.0025,0
22449,Four-year,Nonprofit 4-year,0,0.39879999,1.123911996,0.082575999,21400,2480,0.5176,0.2015,0.2138,0.0298,0.0025,0.001,0.0193,0.0025,0.012
22463,Two-year,For-profit 2-year,0,0.7318275,1.030875622,0.16769587,15200,1182,0.616879058,0.241877922,0.064943019,0.003248052,0.001628247,0,0.06169237,0,0.009739286
22482,Less than two-year,For-profit less-than-2-year,0,0.39642411,1.150702337,0.11322913,10700,1469,0.193196697,0.076080981,0.660658959,0.020017217,0.015018819,0.009013914,0.012011912,0.001,0.013014515
22512,Less than two-year,Public less-than-2-year,0,0.85530001,0.938940467,0.137394,28100,85,0.9714,0.0286,0,0,0,0,0,0,0
22515,Two-year,For-profit 2-year,0,0.26938841,1.178476622,0.059121959,6600,168,0.244668085,0.510646809,0.063842553,0.180842553,0,0,0,0,0
22537,Two-year,For-profit 2-year,0,0.5244,1.127769287,0.092534401,19200,741,0.5853,0.1622,0.1706,0.0234,0.0117,0,0,0,0.0468
22540,Four-year,For-profit 4-year,0,0.8495,0.849783512,0.1199561,23200,96,0.6027,0.1096,0.0548,0.0274,0.0137,0,0.0274,0.0274,0.137
22562,Less than two-year,For-profit less-than-2-year,0,0.75491923,1.048477554,0.15874697,10700,150,0.61703617,0.106355319,0.021255319,0.021265957,0.138295745,0,0.095734043,0,0
22579,Less than two-year,For-profit less-than-2-year,0,0.51609999,1.162370627,0.041061599,9700,119,0.4924,0.3182,0.1212,0.0076,0,0,0.0076,0,0.053
22584,Less than two-year,For-profit less-than-2-year,0,0.54049999,0.999365128,0.154755,8900,170,0.3206,0.626,0.0229,0.0153,0,0,0.0076,0,0.0076
22606,Four-year,For-profit 4-year,0,0.3416,1.12677969,0.077755198,10200,12500,0,0,1,0,0,0,0,0,0
22608,Four-year,For-profit 4-year,0,0.45609999,0.927218435,0.0078798,11300,1248,0,0,1,0,0,0,0,0,0
22612,Less than two-year,For-profit less-than-2-year,0,0.72409999,0.910668831,0.0296298,13600,353,0.4258,0.1456,0.2775,0.0962,0.0055,0.0027,0.044,0.0027,0
22637,Less than two-year,Public less-than-2-year,0,0.78710002,0.965493599,0.1059135,20700,266,0.5888,0.2196,0.0047,0.0047,0.014,0,0.028,0,0.1402
22655,Less than two-year,For-profit less-than-2-year,0,0.75,1.00321855,0.0254898,12000,80,0.6328,0.1016,0.2266,0.0156,0,0,0.0078,0,0.0156
22664,Four-year,Nonprofit 4-year,0,0.4727,0.97249135,0.064755403,15800,183,0.8038,0.0766,0.0431,0,0.0096,0,0.0383,0.0096,0.0191
22693,Less than two-year,For-profit less-than-2-year,0,0.71429998,0,0,9800,62,0,1,0,0,0,0,0,0,0
22699,Four-year,Nonprofit 4-year,0,0.5873,0.913874709,0.119067,14100,238,0.7291,0.0637,0.0359,0.0478,0.008,0.004,0.0637,0,0.0478
22706,Four-year,Nonprofit 4-year,0,0.4118,1.015011422,0.049018402,18800,535,0.4067,0.0476,0.379,0.0357,0.002,0.002,0.0813,0.004,0.0417
22708,Four-year,For-profit 4-year,0,0.2687,1.051828598,0.068394005,13000,804,0.793837466,0.014810782,0.103771024,0.016174933,0.003995013,0.008087466,0.047143396,0,0.01208248
22724,Less than two-year,For-profit less-than-2-year,0,0.65822458,0.941252076,0.17116314,11900,530,0.206684916,0.754218436,0.039096648,0,0,0,0,0,0
22741,Two-year,For-profit 2-year,0,0.58969998,1.007229711,0.027969901,12000,66,0.625,0.125,0.0893,0.0179,0.0179,0,0.0357,0,0.0893
22751,Two-year,For-profit 2-year,0,0.67479998,1.109749098,0.081983499,11900,447,0.0483,0.5778,0.2254,0.0304,0.0036,0.0018,0.0107,0,0.102
22753,Less than two-year,Public less-than-2-year,0,0.93330002,0,0,13900,100,0.9739,0.0174,0.0087,0,0,0,0,0,0
22759,Less than two-year,For-profit less-than-2-year,0,0.87059999,0.84176873,0.0190784,21500,110,0.7093,0.0349,0,0,0.0233,0.186,0.0465,0,0
22769,Two-year,Public 2-year,0,0.26640001,1.10199636,0.0186354,18300,4307,0.308,0.2268,0.2669,0.0554,0.0064,0.0032,0.046,0.0481,0.0391
22773,Two-year,Public 2-year,0,0.079999998,0,0,11000,124,0.0988,0.1049,0.0123,0,0.784,0,0,0,0
22774,Two-year,For-profit 2-year,0,0.5,1.074612919,0.0978304,15400,274,0.3122,0.0588,0.3575,0.095,0.009,0,0.086,0,0.0814
22781,Two-year,Public 2-year,0,0.2193,1.079212553,0.0040415,17600,2082,0.3517,0.0182,0.5237,0.0171,0.0401,0.0015,0.0113,0.0011,0.0353
22788,Four-year,For-profit 4-year,0,0.34810001,1.168606831,0.066023096,13800,1045,0.3951,0.2413,0.2692,0.0186,0.0023,0,0.0431,0.0058,0.0245
22796,Less than two-year,For-profit less-than-2-year,0,0.76767349,0.947725639,0.14149369,11000,201,0.38207403,0.265679403,0.20296806,0.011932239,0.005990448,0.005993433,0.068635224,0,0.056675522
22823,Less than two-year,For-profit less-than-2-year,0,0.71249998,0,0,8400,98,0.0114,0.0568,0.5341,0.3977,0,0,0,0,0
22827,Four-year,Nonprofit 4-year,0,0.35159999,1.169949494,0.0100845,11600,1449,0.0006,0.0013,0.9981,0,0,0,0,0,0
22828,Four-year,Nonprofit 4-year,0,0.29800001,0.998262766,0.0036099,11600,1527,0,0.0017,0.9977,0,0,0.0006,0,0,0
22838,Less than two-year,For-profit less-than-2-year,0,0.70379865,1.106175503,0.098125383,9900,2778,0.035190429,0.228821452,0.710674257,0.002192079,0.002192079,0.002192079,0,0,0.01869571
22843,Two-year,For-profit 2-year,0,0.1639832,0.869190181,0.04427195,12500,1217,0.231856574,0.500000346,0.176510381,0.088225606,0,0.003479585,0,0,0
22851,Less than two-year,For-profit less-than-2-year,0,0.72729999,0,0,12000,114,0.0208,0.0938,0.6667,0.1771,0,0,0.0313,0.0104,0
22855,Two-year,For-profit 2-year,0,0.71429998,0.718329138,0.038063001,32600,327,0.649,0.101,0.0769,0.0913,0,0.0192,0.0288,0,0.0337
22859,Less than two-year,For-profit less-than-2-year,0,0.62408298,0.942943556,0.007383465,9900,424,0,0,0.996878505,0,0,0,0,0.003121495,0
22866,Two-year,Public 2-year,0,0.1045,0,0,4300,210,0.0078,0,0.0118,0,0.9804,0,0,0,0
22871,Less than two-year,For-profit less-than-2-year,0,0.93019998,0.78126623,0.0246162,9000,155,0,0.0042,0.9916,0.0042,0,0,0,0,0
22878,Less than two-year,For-profit less-than-2-year,0,0.87122774,0.849628895,0.074738391,19700,246,0.504942574,0.351478218,0.113837624,0.00989703,0.004948515,0,0,0,0.014845545
22879,Two-year,For-profit 2-year,0,0.51629388,1.051074841,0.052685902,7800,262,0.609634944,0.256522305,0.037179182,0.007474721,0,0.003733457,0.078033457,0,0.007421933
22884,Two-year,Public 2-year,0,0.29370001,1.063297943,0.029985899,19000,5629,0.3002,0.3561,0.1644,0.08,0.002,0.0027,0.0306,0.0176,0.0464
22977,Less than two-year,For-profit less-than-2-year,0,0.74983168,0.808351563,0.040605854,11700,1636,0,0,1,0,0,0,0,0,0
22980,Four-year,For-profit 4-year,0,0.25,1.007817393,0.012222,22700,110,0.5816,0.0612,0.1837,0.0612,0.0204,0.0204,0,0.0714,0
23009,Two-year,Public 2-year,0,0.73729998,0,0,13200,353,0.9077,0.0154,0.0615,0,0,0,0.0154,0,0
23011,Four-year,Nonprofit 4-year,0,0.39469999,0,0,9400,545,0.0296,0,0.0059,0,0.9625,0.002,0,0,0
23014,Two-year,For-profit 2-year,0,0.6383,1.092053261,0.0064813,11900,193,0.9403,0.0448,0,0,0,0,0.01,0,0.005
23043,Four-year,For-profit 4-year,0,0.69230002,1.046168617,0.030282,20600,189,0.4306,0.0486,0.2431,0.1389,0,0.0069,0.0903,0,0.0417
23053,Four-year,Nonprofit 4-year,0,0.79659998,1.172186431,0.0410995,20900,569,0.3581,0.3297,0.1921,0.0437,0.0022,0.0066,0.024,0.0044,0.0393
23058,Two-year,For-profit 2-year,0,0.52696562,1.180954149,0.070567936,14200,9278,0.067476101,0.528533638,0.277878945,0.00515898,0.004427965,0.002361367,0.012527332,0,0.101666672
23067,Less than two-year,For-profit less-than-2-year,0,0.25,0.988520017,0.16281199,11200,94,0.6567,0.0448,0.2537,0,0,0,0.0149,0,0.0299
23068,Four-year,For-profit 4-year,0,0.36680001,1.164265232,0.13419576,13232.45214,15078,0.244115915,0.448519223,0.191581608,0.004297901,0.017188122,0.010119945,0.034183509,0,0.049991554
23074,Two-year,Public 2-year,0,0.54879999,0,0,13700,467,0.6555,0.2067,0.0555,0.0168,0.0134,0,0.0521,0,0
23095,Less than two-year,Public less-than-2-year,0,0.66000003,0,0,16300,294,0.1795,0.0505,0.512,0.2114,0.0027,0.0199,0.012,0,0.012
23108,Two-year,Public 2-year,0,0.60000002,0.970847246,0.080293499,22100,352,0.6149,0.1437,0.092,0.0345,0.0029,0,0.1092,0,0.0029
23154,Two-year,Public 2-year,0,0.26199999,1.079755641,0.0267036,14900,1462,0.5061,0.1203,0.2978,0.0076,0.0061,0.002,0.0228,0.0334,0.004
23162,Two-year,Public 2-year,0,0.027899999,0,0,16900,623,0.1364,0.4141,0.4173,0.0112,0.0032,0.0096,0.008,0,0
23166,Less than two-year,For-profit less-than-2-year,0,0.78301632,0.814195633,0.10225181,16900,369,0.44718382,0.116862472,0.184237079,0.011250337,0.006757753,0.002241573,0.065194607,0,0.166281573
23172,Four-year,Nonprofit 4-year,0,0.5323,0.590616469,0.016395601,17700,842,0.8668,0.0144,0.0401,0.0177,0.0016,0.0016,0.0385,0.0064,0.0128
23173,Less than two-year,For-profit less-than-2-year,0,0.46948561,1.062588293,0.031234076,12300,171,0.630750769,0.261543077,0.023056923,0.007689231,0.007689231,0.007689231,0.061516923,0,0
23182,Two-year,For-profit 2-year,0,0.69999999,1.128160085,0.1222858,12900,138,0.3694,0.3243,0.1892,0.009,0,0,0.009,0.009,0.0901
23212,Two-year,Public 2-year,0,0.472,0,0,13200,602,0.3599,0.2694,0.2888,0.028,0.0043,0.0043,0.0129,0,0.0323
23260,Less than two-year,For-profit less-than-2-year,0,0.28569999,0.770938968,0,11600,40,0,0.25,0.75,0,0,0,0,0,0
23269,Less than two-year,Nonprofit less-than-2-year,0,0.60710001,1.032495166,0.033528,9200,312,0.415,0.1281,0.4234,0.0028,0.0084,0.0056,0.0084,0,0.0084
23301,Four-year,For-profit 4-year,0,0.63209999,1.093017079,0.088319898,15800,1255,0.6872,0.0258,0.1738,0.0202,0.0078,0.0034,0.0561,0,0.0258
23303,Less than two-year,Public less-than-2-year,0,0.61540002,0.945879197,0.087008998,19000,265,0.4896,0.3021,0.1771,0.026,0.0052,0,0,0,0
23313,Two-year,For-profit 2-year,0,0.094775952,0.922079915,0.020445289,13700,178,0.113920253,0.367078481,0.468368354,0.050632911,0,0,0,0,0
23328,Less than two-year,Nonprofit less-than-2-year,0,0.79501933,0.975093638,0.048910074,12600,1642,0.051459784,0.073690152,0.828463723,0.033041741,0.002537357,0.001901525,0.008894663,0,0
23330,Less than two-year,For-profit less-than-2-year,0,0.4242,1.167764643,0.024107501,10100,387,0.0053,0.9604,0.029,0.0053,0,0,0,0,0
23344,Four-year,For-profit 4-year,0,0.70542008,1.275162472,0.12606984,11288.69863,1142,0.215731336,0.618137842,0.039350685,0.006827055,0.005118664,0.005134932,0.089057363,0,0.020519349
23363,Less than two-year,Public less-than-2-year,0,0.80089998,0.981075881,0.046292402,16500,245,0.9303,0.0328,0.0205,0,0.0041,0,0.0082,0,0.0041
23372,Two-year,For-profit 2-year,0,0.70490003,1.197242039,0.0529368,9200,296,0.7189,0.1659,0.0323,0.0415,0,0.0138,0.0138,0,0.0138
23377,Two-year,For-profit 2-year,0,0.62220001,1.071633271,0.083720997,16500,702,0.4409,0.4523,0.0477,0.0136,0.0023,0.0023,0.0386,0,0.0023
23384,Less than two-year,For-profit less-than-2-year,0,0.92309999,0,0,10400,32,0.2857,0.2857,0.381,0,0,0,0.0476,0,0
23385,Two-year,For-profit 2-year,0,0.61463475,0.969784918,0.015826993,14200,1152,0.203607383,0.119704027,0.480994631,0.130848322,0.003332886,0.017889933,0.038008054,0,0.005614765
23396,Less than two-year,For-profit less-than-2-year,0,0.5,0.879052564,0.062154401,8700,152,0.7317,0.2439,0.0244,0,0,0,0,0,0
23397,Two-year,For-profit 2-year,0,0.67590135,1.122077349,0.14083497,14042.75492,1798,0.620532587,0.179886219,0.057720842,0.006105567,0.004071147,0,0.116771623,0,0.014927495
23405,Four-year,For-profit 4-year,0,0.69730002,1.191673865,0.04623067,13200,690,0.385954035,0.549109649,0.017565263,0.010487018,0.005275789,0,0.010487018,0,0.021021228
23406,Four-year,Nonprofit 4-year,0,0.77950001,0,0,12400,451,0,0,1,0,0,0,0,0,0
23410,Two-year,For-profit 2-year,0,0.56365883,1.126443148,0.13955222,12700,2060,0.378453702,0.534024907,0.02170561,0.008219596,0.003740015,0.004478235,0.03289095,0,0.016461481
23411,Less than two-year,For-profit less-than-2-year,0,0.48906052,1.15976056,0.031713139,8500,554,0.441420084,0.50210251,0.035538912,0.004181172,0,0.008367782,0.006253975,0,0.002087029
23413,Two-year,Public 2-year,0,0.34450001,1.104992316,0.0039269,17700,5430,0.1469,0.0419,0.7751,0.0086,0.0015,0.0001,0.0185,0.0019,0.0056
23424,Less than two-year,For-profit less-than-2-year,0,0.8387,1.113866845,0.31099999,16700,43,0.3077,0.4615,0.2308,0,0,0,0,0,0
23427,Two-year,For-profit 2-year,0,0.53103596,1.157176155,0.15929823,15200,1251,0.17545376,0.685237047,0.037585794,0.022294708,0.007011281,0,0.054330084,0,0.01810571
23430,Two-year,Public 2-year,0,0.1,0,0,5900,240,0.0928,0.0127,0.0042,0.0084,0.8776,0,0,0,0.0042
23434,Two-year,For-profit 2-year,0,0.70353001,0.90539839,0.021724585,11300,619,0.527656719,0.081020949,0.205498024,0.065223518,0.005958498,0.007918577,0.088946838,0,0.017809289
23436,Less than two-year,For-profit less-than-2-year,0,0.51190001,0,0,6700,588,0,0,1,0,0,0,0,0,0
23438,Less than two-year,For-profit less-than-2-year,0,0.7471,1.065512667,0.0074024,9900,92,0.015,0.4662,0.4887,0.0301,0,0,0,0,0
23465,Less than two-year,Public less-than-2-year,0,0.60180002,0,0,11700,1145,0.7335,0.019,0.2012,0.0142,0.0101,0.0053,0.0166,0,0
23482,Two-year,Public 2-year,0,0.12630001,0,0,13000,818,0.3333,0.5601,0.0533,0.0091,0.0046,0.0015,0.0274,0.0107,0
23485,Two-year,Public 2-year,0,0.2061,1.126336505,0.045652401,15500,1183,0.2927,0.2837,0.3384,0.0538,0.0043,0,0.0164,0,0.0108
23542,Less than two-year,Public less-than-2-year,0,0.28080001,1.081132314,0.027984001,16200,183,1,0,0,0,0,0,0,0,0
23566,Less than two-year,For-profit less-than-2-year,0,0.875,0.962914918,0.039995,13700,94,0.3317,0.5792,0.0198,0,0.0099,0,0.0594,0,0
23576,Four-year,Public 4-year,0,0.13860001,0,0,7300,1112,0.0017,0.0051,0.0068,0.0034,0.9667,0.0009,0.0017,0.0009,0.0128
23582,Two-year,Public 2-year,0,0.21619999,1.086794103,0.028626001,13700,1425,0.6701,0.2159,0.091,0.017,0.0036,0,0,0,0.0024
23586,Less than two-year,For-profit less-than-2-year,0,0.57410002,0.846320901,0.050025001,9200,116,0.9012,0.0864,0.0123,0,0,0,0,0,0
23608,Four-year,For-profit 4-year,0,0.71149999,1.013892201,0.1127046,11500,363,0.795,0.0135,0.1216,0.018,0.0158,0.009,0.0225,0,0.0045
23614,Two-year,Public 2-year,0,0.16150001,1.09970266,0.0147376,19800,20978,0.4569,0.1273,0.2192,0.1038,0.0042,0.0022,0.0407,0.0299,0.0157
23615,Two-year,Nonprofit 2-year,0,0.1053,0,0,8400,211,0.0919,0.8324,0.0324,0.0108,0,0.0054,0.0162,0,0.0108
